z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
0.034,96,744636,1174933800.0,78198380.0,163683840.0,931541000.0,0.052562278,63.048088,10.451695,34.22895,0.8803161
0.034,96,744798,2487198000.0,149593900.0,322619700.0,2012364700.0,0.04094995,68.818016,16.088438,37.843937,1.24356
0.034,96,744886,2050632800.0,111438510.0,231799120.0,1703817200.0,0.026711848,73.9815,17.612587,41.46827,1.1177516
0.034,96,744907,3643657000.0,236034200.0,395597220.0,3008791600.0,0.05782869,75.75624,14.654015,40.28284,1.6494046
0.034,96,744925,2463856000.0,120677520.0,301741820.0,2040043100.0,0.02298441,67.37813,8.147974,36.878582,1.4554217
0.034,96,745000,4692522500.0,181496270.0,449841500.0,4058760000.0,0.023208153,77.4345,12.508981,40.816105,2.055375
0.034,96,745104,5863730700.0,252691220.0,772788500.0,4833758700.0,0.05228558,80.83974,6.493629,42.090588,1.9914143
0.034,96,745246,1049243100.0,62831280.0,123840104.0,862571600.0,0.038819507,60.97649,10.873677,35.491604,0.8744649
0.034,96,745247,920726300.0,52227110.0,122540360.0,745958800.0,0.023099285,55.912796,8.702126,33.21384,0.89727014
0.034,96,745415,4033856000.0,359973300.0,503553440.0,3166695200.0,0.059505954,72.58637,13.801292,37.784813,2.0148022
0.034,96,745645,1929820500.0,143070860.0,228551650.0,1555895900.0,0.026263556,60.590042,8.470017,33.22112,1.2811586
0.034,96,745728,710744800.0,76207260.0,115175710.0,518178200.0,0.04762927,60.133614,18.183992,33.19465,0.68164927
0.034,96,745900,2151564800.0,88792344.0,238419540.0,1822245000.0,0.01721226,64.04505,8.050134,32.04108,1.3134282
0.034,96,746026,2816898000.0,226264060.0,298130300.0,2290965000.0,0.037805844,67.618576,21.257498,38.193336,1.7848176
0.034,96,746081,4627511300.0,263211950.0,640857660.0,3723442000.0,0.15758775,75.418564,13.114672,39.93,2.0128684
0.034,96,746119,636896800.0,51565260.0,104539260.0,479609800.0,0.024060817,53.796814,10.347562,29.02344,0.65228266
0.034,96,746298,3826501600.0,257562000.0,380022240.0,3187113500.0,0.06716345,69.37913,14.148112,38.579655,2.099304
0.034,96,746415,3160730000.0,203332800.0,309903360.0,2646248200.0,0.05013033,71.203606,12.55522,38.396656,1.6258396
0.034,96,746463,1248171100.0,54016948.0,154167730.0,1039986500.0,0.026222182,69.043884,16.812017,37.262726,1.0076423
0.034,96,746751,2267462400.0,99601460.0,358320860.0,1809540000.0,0.04956373,71.058876,8.736325,37.994164,1.3558964
0.034,96,746797,4080733000.0,659239550.0,804738500.0,2616754700.0,0.2590952,72.18267,18.176289,37.388493,2.1907942
0.034,96,746874,883056300.0,59008244.0,143023440.0,679711900.0,0.039980154,61.123848,13.618759,33.34861,0.7300639
0.034,96,747001,2883361300.0,167841730.0,332024420.0,2381714200.0,0.037727997,70.96183,11.434234,37.33206,1.3971914
0.034,96,747042,2886844000.0,109681304.0,323682050.0,2451591000.0,0.028855702,71.560905,12.707804,38.825153,1.6379128
0.034,96,747126,1371938300.0,58085600.0,171774020.0,1140718100.0,0.0106685525,66.38187,9.596252,36.245518,1.0974271
0.034,96,747250,711181200.0,34540544.0,117312580.0,558107900.0,0.018322514,60.480385,12.940296,33.515667,0.65250534
0.034,96,747350,3830979600.0,266027460.0,648901950.0,2914866000.0,0.19834009,72.71607,13.677796,38.896366,1.7726766
0.034,96,747415,4765476000.0,263522270.0,538480260.0,3963473400.0,0.05891246,76.05997,16.107044,38.999527,2.4549835
0.034,96,747504,3539929900.0,331352830.0,699109250.0,2507855600.0,0.088141136,68.81194,12.699542,38.09088,1.8104048
0.034,96,747610,1881721000.0,62526930.0,229512100.0,1587658100.0,0.024743939,63.081993,11.2849865,37.40199,1.2888387
0.034,96,747729,2343847200.0,78327530.0,249704740.0,2014633300.0,0.04188274,73.041695,15.798123,38.338486,1.4074836
0.034,96,748068,2749273900.0,117452056.0,403871260.0,2225171700.0,0.038748447,70.50107,10.029827,38.703766,1.4562149
0.034,96,748194,2552235300.0,124441070.0,343007360.0,2083602700.0,0.10064247,74.913376,15.688805,40.249897,1.4241323
0.034,96,748481,4927902700.0,365977020.0,602535700.0,3959390000.0,0.14278764,78.77909,9.614452,41.611782,2.0275836
