,z,Snapshot,SubhaloID,"M,M_{\odot}","$M_{gas},M_{\odot}$","$M_{stellar},M_{\odot}$","$M_{DM},M_{\odot}$",SFR($M_{\odot}/yr$),$V_{max}$(km/s),$R_{max}$(kpc),$\sigma_v$(km/s),$R_{1/2M_*}(kpc)$
30002,0.951,51,451125,7499083000.0,1372762800.0,605944060.0,5517554000.0,0.5746486,94.57967,23.86375,55.394226,2.2782257
30119,0.951,51,469780,16237588000.0,2093315300.0,1246169700.0,12895470000.0,1.0660309,107.30052,29.085144,62.759277,3.6380208
30346,0.951,51,516300,18034864000.0,1810580600.0,656889600.0,15565313000.0,0.47450203,100.937195,37.5295,61.351273,4.8389964
31346,0.997,50,445062,27528782000.0,3492005600.0,1074143100.0,22959106000.0,0.6716734,107.35697,23.559673,61.991547,5.750419
31425,0.997,50,458032,20419410000.0,2318374000.0,4727693000.0,13361466000.0,1.890538,136.75102,4.4931145,73.29262,2.3527331
31834,1.036,49,40797,14490243000.0,1876611000.0,1461310800.0,11148545000.0,1.7938559,122.68964,8.643592,77.494835,2.3219981
31991,1.036,49,224616,12128822000.0,1732398700.0,1169391000.0,9221032000.0,0.8169987,110.27431,9.275412,65.58569,2.3600533
32177,1.036,49,326854,6274102300.0,1139501800.0,1698380200.0,3436220400.0,1.0718818,99.70416,2.155969,60.033363,1.3988963
32477,1.036,49,407401,17394086000.0,2812343600.0,4207179500.0,10363565000.0,2.781765,139.85222,16.256102,78.13077,1.9550663
32821,1.036,49,475192,19562637000.0,2987715300.0,1013090560.0,15558959000.0,0.6546612,100.62655,23.554829,57.007034,4.7075176
